Policy ID,Insurance Provider,Policy Name,Coverage Type,Premium Amount (Annual),Coverage Details,Eligibility Criteria,Network Hospitals,Claim Settlement Ratio (%),Waiting Period,Exclusions,Additional Benefits,Category
POL1156,Blue Cross,Critical Guard,Senior Citizen,23464,"Hospitalization, OPD","60+ years, Medical Checkup Required",372,87.48,1 year,Maternity Benefits,Discounted Medicines,Adults
POL1157,Humana,Senior Secure,Senior Citizen,37258,"Critical Illness, Surgery","18-60 years, No pre-existing conditions",499,77.25,2 years,Maternity Benefits,Discounted Medicines,Corporate
POL1158,Blue Cross,Critical Guard,Family,15827,"Hospitalization, OPD","60+ years, Medical Checkup Required",148,90.85,6 months,Cosmetic Surgery,Fitness Membership,Seniors
POL1159,Kaiser Permanente,Family Protect,Family,31798,"Critical Illness, Surgery","Self-employed, Tax Benefits",147,94.17,1 month,Pre-existing conditions (2 years),Discounted Medicines,Seniors
POL1160,Aetna,Basic Care,Individual,12617,Full Coverage,"60+ years, Medical Checkup Required",292,76.82,1 year,Dental & Vision,Free Annual Checkup,Seniors
POL1161,MetLife,Corporate Shield,Family,49456,Full Coverage,"18-60 years, No pre-existing conditions",116,85.29,6 months,Dental & Vision,Free Annual Checkup,Adults
POL1162,Humana,Comprehensive Plus,Family,12911,"Maternity, Vision, Dental","Self-employed, Tax Benefits",115,92.5,2 years,Maternity Benefits,Free Annual Checkup,Adults
POL1163,UnitedHealth,Senior Secure,Senior Citizen,32182,Full Coverage,"60+ years, Medical Checkup Required",330,88.21,6 months,Dental & Vision,Fitness Membership,Adults
POL1164,Aetna,Comprehensive Plus,Corporate,32621,"Critical Illness, Surgery","18-60 years, No pre-existing conditions",421,86.85,2 years,Maternity Benefits,24/7 Teleconsultation,Adults
POL1165,MetLife,Comprehensive Plus,Individual,13090,Full Coverage,"60+ years, Medical Checkup Required",497,89.44,3 months,Maternity Benefits,Free Annual Checkup,Seniors
POL1166,UnitedHealth,Comprehensive Plus,Corporate,47765,Full Coverage,"Employed, Company-sponsored",256,73.14,3 months,Dental & Vision,24/7 Teleconsultation,Seniors
POL1167,UnitedHealth,Family Protect,Corporate,49895,Full Coverage,"Self-employed, Tax Benefits",262,84.94,6 months,Pre-existing conditions (2 years),24/7 Teleconsultation,Critical Illness
POL1168,Humana,Family Protect,Individual,36634,Full Coverage,"60+ years, Medical Checkup Required",423,93.38,2 years,Maternity Benefits,24/7 Teleconsultation,Critical Illness
POL1169,UnitedHealth,Comprehensive Plus,Senior Citizen,44285,Full Coverage,"18-60 years, No pre-existing conditions",423,74.38,1 month,Maternity Benefits,Discounted Medicines,Corporate
POL1170,Cigna,Senior Secure,Senior Citizen,41655,Full Coverage,"Self-employed, Tax Benefits",57,74.96,1 month,Cosmetic Surgery,Free Annual Checkup,Adults
POL1171,Blue Cross,Corporate Shield,Family,33498,"Critical Illness, Surgery","Self-employed, Tax Benefits",419,80.46,2 years,Cosmetic Surgery,24/7 Teleconsultation,Corporate
POL1172,Kaiser Permanente,Basic Care,Family,12149,Full Coverage,"Self-employed, Tax Benefits",427,91.06,1 month,Maternity Benefits,Discounted Medicines,Corporate
POL1173,Cigna,Comprehensive Plus,Corporate,48718,"Maternity, Vision, Dental","Employed, Company-sponsored",72,70.59,2 years,Pre-existing conditions (2 years),Discounted Medicines,Adults
POL1174,Cigna,Comprehensive Plus,Corporate,26130,"Hospitalization, OPD","60+ years, Medical Checkup Required",353,83.79,6 months,Cosmetic Surgery,24/7 Teleconsultation,Children
POL1175,Cigna,Senior Secure,Corporate,47696,Full Coverage,"Employed, Company-sponsored",318,84.29,1 month,Pre-existing conditions (2 years),Fitness Membership,Adults
POL1176,MetLife,Corporate Shield,Corporate,34530,"Critical Illness, Surgery","Employed, Company-sponsored",262,94.61,3 months,Pre-existing conditions (2 years),Fitness Membership,Children
POL1177,Kaiser Permanente,Basic Care,Corporate,36377,"Critical Illness, Surgery","60+ years, Medical Checkup Required",298,95.86,6 months,Maternity Benefits,Free Annual Checkup,Adults
POL1178,Kaiser Permanente,Family Protect,Corporate,30483,"Maternity, Vision, Dental","60+ years, Medical Checkup Required",444,83.88,3 months,Cosmetic Surgery,24/7 Teleconsultation,Corporate
POL1179,Blue Cross,Family Protect,Corporate,10801,Full Coverage,"18-60 years, No pre-existing conditions",372,78.27,2 years,Maternity Benefits,24/7 Teleconsultation,Adults
POL1180,Aetna,Family Protect,Senior Citizen,10089,"Maternity, Vision, Dental","Self-employed, Tax Benefits",450,72.54,3 months,Pre-existing conditions (2 years),Fitness Membership,Seniors
POL1181,Cigna,Comprehensive Plus,Individual,12705,"Critical Illness, Surgery","Self-employed, Tax Benefits",495,95.91,6 months,Pre-existing conditions (2 years),Fitness Membership,Corporate
POL1182,MetLife,Family Protect,Corporate,12530,"Critical Illness, Surgery","Self-employed, Tax Benefits",392,89.97,2 years,Pre-existing conditions (2 years),Discounted Medicines,Adults
POL1183,Humana,Corporate Shield,Senior Citizen,39607,"Hospitalization, OPD","Self-employed, Tax Benefits",451,71.86,3 months,Dental & Vision,Discounted Medicines,Seniors
POL1184,Cigna,Basic Care,Corporate,45230,"Hospitalization, OPD","Employed, Company-sponsored",165,89.53,1 year,Dental & Vision,Free Annual Checkup,Children
POL1185,MetLife,Basic Care,Corporate,34833,Full Coverage,"18-60 years, No pre-existing conditions",423,82.15,3 months,Dental & Vision,Discounted Medicines,Critical Illness
POL1186,MetLife,Senior Secure,Senior Citizen,10950,"Critical Illness, Surgery","18-60 years, No pre-existing conditions",119,95.49,1 year,Pre-existing conditions (2 years),Discounted Medicines,Seniors
POL1187,Kaiser Permanente,Corporate Shield,Individual,34108,"Critical Illness, Surgery","Self-employed, Tax Benefits",399,94.79,3 months,Pre-existing conditions (2 years),Discounted Medicines,Adults
POL1188,Blue Cross,Family Protect,Senior Citizen,45211,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",220,77.61,1 year,Dental & Vision,Free Annual Checkup,Seniors
POL1189,MetLife,Senior Secure,Family,18358,"Critical Illness, Surgery","Self-employed, Tax Benefits",107,82.42,1 year,Maternity Benefits,Discounted Medicines,Critical Illness
POL1190,Kaiser Permanente,Comprehensive Plus,Senior Citizen,18168,"Critical Illness, Surgery","60+ years, Medical Checkup Required",261,81.6,2 years,Pre-existing conditions (2 years),24/7 Teleconsultation,Corporate
POL1191,Humana,Corporate Shield,Family,13948,"Hospitalization, OPD","Self-employed, Tax Benefits",208,94.12,2 years,Maternity Benefits,Discounted Medicines,Critical Illness
POL1192,UnitedHealth,Senior Secure,Senior Citizen,10272,Full Coverage,"18-60 years, No pre-existing conditions",307,72.94,2 years,Dental & Vision,24/7 Teleconsultation,Children
POL1193,Aetna,Comprehensive Plus,Family,45144,"Hospitalization, OPD","60+ years, Medical Checkup Required",374,70.58,6 months,Maternity Benefits,24/7 Teleconsultation,Children
POL1194,Aetna,Critical Guard,Individual,20626,"Hospitalization, OPD","60+ years, Medical Checkup Required",497,92.3,2 years,Cosmetic Surgery,Fitness Membership,Critical Illness
POL1195,Aetna,Family Protect,Corporate,14143,"Hospitalization, OPD","18-60 years, No pre-existing conditions",222,88.77,2 years,Cosmetic Surgery,Free Annual Checkup,Children
POL1196,UnitedHealth,Basic Care,Individual,37869,"Maternity, Vision, Dental","Self-employed, Tax Benefits",246,86.47,1 year,Pre-existing conditions (2 years),Discounted Medicines,Seniors
POL1197,Humana,Family Protect,Corporate,14143,Full Coverage,"18-60 years, No pre-existing conditions",91,72.61,1 month,Pre-existing conditions (2 years),Free Annual Checkup,Corporate
POL1198,Blue Cross,Basic Care,Individual,32261,"Hospitalization, OPD","60+ years, Medical Checkup Required",337,71.72,1 month,Maternity Benefits,Discounted Medicines,Corporate
POL1199,Kaiser Permanente,Senior Secure,Individual,43521,Full Coverage,"60+ years, Medical Checkup Required",385,96.44,1 year,Maternity Benefits,Discounted Medicines,Corporate
POL1200,UnitedHealth,Critical Guard,Family,42386,Full Coverage,"18-60 years, No pre-existing conditions",275,84.01,1 year,Maternity Benefits,Free Annual Checkup,Adults
POL1201,Cigna,Corporate Shield,Corporate,34786,Full Coverage,"18-60 years, No pre-existing conditions",395,84.8,3 months,Dental & Vision,Fitness Membership,Adults
POL1202,Aetna,Corporate Shield,Individual,18995,Full Coverage,"Self-employed, Tax Benefits",330,75.41,3 months,Pre-existing conditions (2 years),24/7 Teleconsultation,Children
POL1203,Kaiser Permanente,Senior Secure,Senior Citizen,14118,"Maternity, Vision, Dental","Employed, Company-sponsored",412,72.22,6 months,Pre-existing conditions (2 years),Discounted Medicines,Critical Illness
POL1204,UnitedHealth,Critical Guard,Corporate,47491,"Critical Illness, Surgery","60+ years, Medical Checkup Required",147,75.63,6 months,Pre-existing conditions (2 years),Fitness Membership,Adults
POL1205,Blue Cross,Family Protect,Senior Citizen,16524,"Maternity, Vision, Dental","Employed, Company-sponsored",360,97.16,1 year,Dental & Vision,Free Annual Checkup,Corporate
POL1206,Blue Cross,Senior Secure,Senior Citizen,45780,"Critical Illness, Surgery","Employed, Company-sponsored",184,75.44,1 month,Maternity Benefits,Fitness Membership,Corporate
POL1207,Aetna,Corporate Shield,Corporate,34292,"Hospitalization, OPD","60+ years, Medical Checkup Required",113,83.75,6 months,Dental & Vision,Fitness Membership,Children
POL1208,UnitedHealth,Critical Guard,Individual,23259,"Critical Illness, Surgery","Self-employed, Tax Benefits",330,72.31,1 month,Cosmetic Surgery,Fitness Membership,Critical Illness
POL1209,MetLife,Senior Secure,Corporate,43697,"Critical Illness, Surgery","Self-employed, Tax Benefits",364,87.81,1 year,Cosmetic Surgery,24/7 Teleconsultation,Adults
POL1210,MetLife,Senior Secure,Individual,18204,"Critical Illness, Surgery","60+ years, Medical Checkup Required",480,71.14,1 year,Maternity Benefits,24/7 Teleconsultation,Seniors
POL1211,Humana,Critical Guard,Corporate,6866,"Maternity, Vision, Dental","Employed, Company-sponsored",199,81.62,2 years,Dental & Vision,24/7 Teleconsultation,Critical Illness
POL1212,Blue Cross,Corporate Shield,Senior Citizen,7081,"Hospitalization, OPD","18-60 years, No pre-existing conditions",184,91.1,3 months,Cosmetic Surgery,Fitness Membership,Corporate
POL1213,UnitedHealth,Comprehensive Plus,Senior Citizen,28509,"Critical Illness, Surgery","Employed, Company-sponsored",197,84.32,1 year,Pre-existing conditions (2 years),Discounted Medicines,Adults
POL1214,Humana,Corporate Shield,Senior Citizen,49126,"Hospitalization, OPD","60+ years, Medical Checkup Required",122,88.36,3 months,Maternity Benefits,Discounted Medicines,Corporate
POL1215,MetLife,Comprehensive Plus,Senior Citizen,34140,Full Coverage,"Employed, Company-sponsored",300,82.05,1 year,Dental & Vision,Discounted Medicines,Children
POL1216,UnitedHealth,Comprehensive Plus,Family,24468,"Hospitalization, OPD","Self-employed, Tax Benefits",370,77.96,2 years,Pre-existing conditions (2 years),Discounted Medicines,Seniors
POL1217,Cigna,Senior Secure,Individual,28815,"Critical Illness, Surgery","60+ years, Medical Checkup Required",187,70.02,1 year,Cosmetic Surgery,Fitness Membership,Children
POL1218,Humana,Comprehensive Plus,Senior Citizen,43122,"Hospitalization, OPD","60+ years, Medical Checkup Required",104,85.47,1 month,Maternity Benefits,Discounted Medicines,Adults
POL1219,MetLife,Basic Care,Family,47177,"Hospitalization, OPD","Employed, Company-sponsored",195,82.04,3 months,Pre-existing conditions (2 years),Free Annual Checkup,Children
POL1220,UnitedHealth,Critical Guard,Senior Citizen,29085,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",155,90.6,3 months,Dental & Vision,24/7 Teleconsultation,Seniors
POL1221,Cigna,Senior Secure,Senior Citizen,44174,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",368,81.13,1 month,Pre-existing conditions (2 years),Discounted Medicines,Seniors
POL1222,UnitedHealth,Senior Secure,Individual,36409,"Critical Illness, Surgery","Employed, Company-sponsored",441,76.35,6 months,Dental & Vision,Free Annual Checkup,Adults
POL1223,Humana,Corporate Shield,Corporate,36094,Full Coverage,"Self-employed, Tax Benefits",197,87.73,1 month,Maternity Benefits,Free Annual Checkup,Adults
POL1224,Cigna,Corporate Shield,Individual,40550,"Critical Illness, Surgery","18-60 years, No pre-existing conditions",99,87.27,2 years,Dental & Vision,Fitness Membership,Adults
POL1225,Aetna,Critical Guard,Family,49505,"Maternity, Vision, Dental","60+ years, Medical Checkup Required",120,97.57,2 years,Maternity Benefits,Fitness Membership,Adults
POL1226,MetLife,Corporate Shield,Corporate,32038,"Critical Illness, Surgery","Self-employed, Tax Benefits",436,85.47,1 year,Pre-existing conditions (2 years),Fitness Membership,Critical Illness
POL1227,Aetna,Basic Care,Senior Citizen,25284,"Maternity, Vision, Dental","Employed, Company-sponsored",231,71.31,6 months,Dental & Vision,Fitness Membership,Seniors
POL1228,MetLife,Corporate Shield,Individual,42796,"Critical Illness, Surgery","18-60 years, No pre-existing conditions",206,79.37,6 months,Cosmetic Surgery,Free Annual Checkup,Corporate
POL1229,Humana,Comprehensive Plus,Family,6906,"Maternity, Vision, Dental","Self-employed, Tax Benefits",143,87.07,3 months,Cosmetic Surgery,24/7 Teleconsultation,Corporate
POL1230,Humana,Basic Care,Family,47155,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",203,89.66,6 months,Maternity Benefits,Free Annual Checkup,Seniors
POL1231,Humana,Corporate Shield,Family,17021,"Critical Illness, Surgery","60+ years, Medical Checkup Required",319,78.37,3 months,Cosmetic Surgery,Fitness Membership,Children
POL1232,Blue Cross,Basic Care,Family,42455,"Maternity, Vision, Dental","Employed, Company-sponsored",229,85.51,1 month,Pre-existing conditions (2 years),Fitness Membership,Seniors
POL1233,Humana,Family Protect,Corporate,31050,"Critical Illness, Surgery","Self-employed, Tax Benefits",143,90.48,2 years,Pre-existing conditions (2 years),Fitness Membership,Children
POL1234,Aetna,Basic Care,Individual,9114,"Maternity, Vision, Dental","60+ years, Medical Checkup Required",200,92.37,1 month,Maternity Benefits,24/7 Teleconsultation,Corporate
POL1235,MetLife,Basic Care,Individual,13529,"Critical Illness, Surgery","Employed, Company-sponsored",473,77.3,6 months,Cosmetic Surgery,Free Annual Checkup,Children
POL1236,Humana,Family Protect,Corporate,26419,Full Coverage,"18-60 years, No pre-existing conditions",95,90.3,2 years,Pre-existing conditions (2 years),24/7 Teleconsultation,Children
POL1237,Aetna,Corporate Shield,Senior Citizen,36656,"Maternity, Vision, Dental","Self-employed, Tax Benefits",442,82.13,3 months,Dental & Vision,Free Annual Checkup,Adults
POL1238,Blue Cross,Corporate Shield,Corporate,8631,"Hospitalization, OPD","18-60 years, No pre-existing conditions",417,79.17,6 months,Dental & Vision,Free Annual Checkup,Children
POL1239,Humana,Senior Secure,Senior Citizen,22630,"Critical Illness, Surgery","Employed, Company-sponsored",76,84.89,1 month,Pre-existing conditions (2 years),Fitness Membership,Critical Illness
POL1240,UnitedHealth,Family Protect,Individual,15265,Full Coverage,"60+ years, Medical Checkup Required",75,79.81,6 months,Pre-existing conditions (2 years),Free Annual Checkup,Adults
POL1241,Cigna,Critical Guard,Individual,49570,"Hospitalization, OPD","Employed, Company-sponsored",109,95.68,2 years,Maternity Benefits,Fitness Membership,Critical Illness
POL1242,Cigna,Critical Guard,Family,17726,Full Coverage,"Self-employed, Tax Benefits",185,71.56,1 year,Dental & Vision,Discounted Medicines,Adults
POL1243,Aetna,Corporate Shield,Corporate,20891,Full Coverage,"Self-employed, Tax Benefits",421,85.09,6 months,Maternity Benefits,24/7 Teleconsultation,Children
POL1244,Kaiser Permanente,Basic Care,Individual,10525,"Hospitalization, OPD","Employed, Company-sponsored",274,96.52,2 years,Cosmetic Surgery,24/7 Teleconsultation,Seniors
POL1245,Cigna,Senior Secure,Individual,28503,"Critical Illness, Surgery","18-60 years, No pre-existing conditions",197,70.79,2 years,Cosmetic Surgery,Free Annual Checkup,Critical Illness
POL1246,MetLife,Critical Guard,Family,18092,"Hospitalization, OPD","Self-employed, Tax Benefits",216,74.84,6 months,Maternity Benefits,Discounted Medicines,Seniors
POL1247,Aetna,Corporate Shield,Individual,6440,Full Coverage,"18-60 years, No pre-existing conditions",315,74.98,2 years,Dental & Vision,Fitness Membership,Children
POL1248,Cigna,Basic Care,Family,20643,"Critical Illness, Surgery","18-60 years, No pre-existing conditions",57,73.64,3 months,Pre-existing conditions (2 years),Discounted Medicines,Seniors
POL1249,UnitedHealth,Corporate Shield,Senior Citizen,19394,"Critical Illness, Surgery","60+ years, Medical Checkup Required",258,92.15,1 year,Cosmetic Surgery,Fitness Membership,Adults
